"Accepted Symbol","Synonym Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents"
"ERPEC2","ERCA21","Erigeron callianthemus","","Erigeron","","callianthemus","","","","","","","","","","","Greene","","","",""
"ERPEC2","ERPEA2","Erigeron peregrinus var. angustifolius","","Erigeron","","peregrinus","","","","var.","","angustifolius","","","","","(Banks ex Pursh) Greene","(A. Gray) Cronquist","","",""
"ERPEC2","ERPEE","Erigeron peregrinus var. eucallianthemus","","Erigeron","","peregrinus","","","","var.","","eucallianthemus","","","","","(Banks ex Pursh) Greene","Cronquist","","",""
"ERPEC2","ERPES3","Erigeron peregrinus var. scaposus","","Erigeron","","peregrinus","","","","var.","","scaposus","","","","","(Banks ex Pursh) Greene","(Torr. & A. Gray) Cronquist","","",""
"ERPEP","","Erigeron peregrinus ssp. peregrinus","","Erigeron","","peregrinus","ssp.","","peregrinus","","","","","","","","(Banks ex Pursh) Greene","(Banks ex Pursh) Greene","","",""
"ERPED2","","Erigeron peregrinus ssp. peregrinus var. dawsonii","","Erigeron","","peregrinus","ssp.","","peregrinus","var.","","dawsonii","","","","","(Banks ex Pursh) Greene","(Banks ex Pursh) Greene","Greene","",""
"ERPEP3","","Erigeron peregrinus ssp. peregrinus var. peregrinus","","Erigeron","","peregrinus","ssp.","","peregrinus","var.","","peregrinus","","","","","(Banks ex Pursh) Greene","(Banks ex Pursh) Greene","(Banks ex Pursh) Greene","",""
"ERPEP3","ERUN6","Erigeron unalaschkensis","","Erigeron","","unalaschkensis","","","","","","","","","","","Less.","","","",""
"ERPU3","","Erigeron purpuratus","","Erigeron","","purpuratus","","","","","","","","","","","Greene","","","",""
"ERPUP8","","Erigeron purpuratus var. purpuratus","","Erigeron","","purpuratus","","","","var.","","purpuratus","","","","","Greene","Greene","","",""
"ERUN4","","Erigeron uniflorus","","Erigeron","","uniflorus","","","","","","","","","","","L.","","","",""
"ERUNE","","Erigeron uniflorus ssp. eriocephalus","","Erigeron","","uniflorus","ssp.","","eriocephalus","","","","","","","","L.","(J. Vahl) Cronquist","","",""
"ERUNE","ERER8","Erigeron eriocephalus","","Erigeron","","eriocephalus","","","","","","","","","","","J. Vahl","","","",""
"ERUNE","ERUNE2","Erigeron uniflorus var. eriocephalus","","Erigeron","","uniflorus","","","","var.","","eriocephalus","","","","","L.","(J. Vahl) B. Boivin","","",""
"ERYU2","","Erigeron yukonensis","","Erigeron","","yukonensis","","","","","","","","","","","Rydb.","","","",""
"ERYU2","ERGLY","Erigeron glabellus var. yukonensis","","Erigeron","","glabellus","","","","var.","","yukonensis","","","","","Nutt.","(Rydb.) Hultén","","",""
"ERIOG","","Eriogonum","","Eriogonum","","","","","","","","","","","","","","","","",""
"ERFL4","","Eriogonum flavum","","Eriogonum","","flavum","","","","","","","","","","","Nutt.","","","",""
"ERFLA","","Eriogonum flavum var. aquilinum","","Eriogonum","","flavum","","","","var.","","aquilinum","","","","","Nutt.","Reveal","","",""
"ERIOP","","Eriophorum","","Eriophorum","","","","","","","","","","","","","","","","",""
"ERAN6","","Eriophorum angustifolium","","Eriophorum","","angustifolium","","","","","","","","","","","Honck.","","","",""
"ERANA3","","Eriophorum angustifolium ssp. angustifolium","","Eriophorum","","angustifolium","ssp.","","angustifolium","","","","","","","","Honck.","Honck.","","",""
"ERANA3","ERANS","Eriophorum angustifolium ssp. scabriusculum","","Eriophorum","","angustifolium","ssp.","","scabriusculum","","","","","","","","Honck.","Hultén","","",""
"ERANA3","ERANS2","Eriophorum angustifolium ssp. subarcticum","","Eriophorum","","angustifolium","ssp.","","subarcticum","","","","","","","","Honck.","(Vassiljev) Hultén ex Kartesz & Gandhi","","",""
"ERANA3","ERANC2","Eriophorum angustifolium var. coloratum","","Eriophorum","","angustifolium","","","","var.","","coloratum","","","","","Honck.","Hultén","","",""
"ERANA3","ERANG2","Eriophorum angustifolium var. giganteum","","Eriophorum","","angustifolium","","","","var.","","giganteum","","","","","Honck.","Hultén","","",""
"ERANA3","ERANM","Eriophorum angustifolium var. majus","","Eriophorum","","angustifolium","","","","var.","","majus","","","","","Honck.","F.W. Schultz","","",""
"ERANA3","ERKO2","Eriophorum komarovii","","Eriophorum","","komarovii","","","","","","","","","","","V.N. Vassil.","","","",""
"ERANA3","ERPO6","Eriophorum polystachion","","Eriophorum","","polystachion","","","","","","","","","","","L., nom. utique rej.","","","",""
"ERANT","","Eriophorum angustifolium ssp. triste","","Eriophorum","","angustifolium","ssp.","","triste","","","","","","","","Honck.","(Th. Fr.) Hultén","","",""
"ERANT","ERTR22","Eriophorum triste","","Eriophorum","","triste","","","","","","","","","","","(Th. Fr.) Hadac & Á. Löve","","","",""
"ERBE4","","Eriophorum ×beringianum","","Eriophorum","×","beringianum","","","","","","","","","","","Raymond","","","","[angustifolium × chamissonis]"
"ERBR6","","Eriophorum brachyantherum","","Eriophorum","","brachyantherum","","","","","","","","","","","Trautv. & C.A. Mey.","","","",""
"ERBRB6","","Eriophorum brachyantherum var. brachyantherum","","Eriophorum","","brachyantherum","","","","var.","","brachyantherum","","","","","Trautv. & C.A. Mey.","Trautv. & C.A. Mey.","","",""
"ERBRB6","EROP3","Eriophorum opacum","","Eriophorum","","opacum","","","","","","","","","","","(Björnstr.) Fernald","","","",""
"ERCA13","","Eriophorum callitrix","","Eriophorum","","callitrix","","","","","","","","","","","Cham. ex C.A. Mey.","","","",""
"ERCAC2","","Eriophorum callitrix var. callitrix","","Eriophorum","","callitrix","","","","var.","","callitrix","","","","","Cham. ex C.A. Mey.","Cham. ex C.A. Mey.","","",""
"ERCAM","","Eriophorum callitrix var. moravium","","Eriophorum","","callitrix","","","","var.","","moravium","","","","","Cham. ex C.A. Mey.","Raymond","","",""
"ERCAM","ERCAP5","Eriophorum callitrix var. pallidus","","Eriophorum","","callitrix","","","","var.","","pallidus","","","","","Cham. ex C.A. Mey.","Hultén","","",""
"ERCH7","","Eriophorum chamissonis","","Eriophorum","","chamissonis","","","","","","","","","","","C.A. Mey.","","","",""
"ERCH7","ERCHA3","Eriophorum chamissonis var. aquatile","","Eriophorum","","chamissonis","","","","var.","","aquatile","","","","","C.A. Mey.","(Norman) Fernald","","",""
"ERCH7","ERRUR","Eriophorum russeolum ssp. rufescens","","Eriophorum","","russeolum","ssp.","","rufescens","","","","","","","","Fr. ex Hartm.","(E.S. Anderson) Hyl., nom. inq.","","",""
"ERCH11","","Eriophorum ×churchillianum","","Eriophorum","×","churchillianum","","","","","","","","","","","Lepage","","","","[angustifolium × vaginatum]"
"ERGR8","","Eriophorum gracile","","Eriophorum","","gracile","","","","","","","","","","","W.D.J. Koch","","","",""
"ERGRG2","","Eriophorum gracile var. gracile","","Eriophorum","","gracile","","","","var.","","gracile","","","","","W.D.J. Koch","W.D.J. Koch","","",""
"ERPO7","","Eriophorum ×porsildii","","Eriophorum","×","porsildii","","","","","","","","","","","Raymond","","","","[chamissonis × vaginatum]"
"ERPY3","","Eriophorum ×pylaieanum","","Eriophorum","×","pylaieanum","","","","","","","","","","","Raymond","","","","[russeolum × vaginatum]"
"ERRO4","","Eriophorum ×rousseauanum","","Eriophorum","×","rousseauanum","","","","","","","","","","","Raymond","","","","[angustifolium × scheuchzeri]"
"ERRO4","ERSO","Eriophorum ×sorensenii","","Eriophorum","×","sorensenii","","","","","","","","","","","Raymond","","","",""
"ERRU2","","Eriophorum russeolum","","Eriophorum","","russeolum","","","","","","","","","","","Fr. ex Hartm.","","","",""
"ERRUA","","Eriophorum russeolum var. albidum","","Eriophorum","","russeolum","","","","var.","","albidum","","","","","Fr. ex Hartm.","F. Nyl.","","",""
"ERRUA","ERCHA5","Eriophorum chamissonis var. albidum","","Eriophorum","","chamissonis","","","","var.","","albidum","","","","","C.A. Mey.","(F. Nyl.) Fernald","","",""
"ERRUM","","Eriophorum russeolum var. majus","","Eriophorum","","russeolum","","","","var.","","majus","","","","","Fr. ex Hartm.","Sommier","","",""
"ERSC2","","Eriophorum scheuchzeri","","Eriophorum","","scheuchzeri","","","","","","","","","","","Hoppe","","","",""
"ERSC2","ERSCA","Eriophorum scheuchzeri ssp. arcticum","","Eriophorum","","scheuchzeri","ssp.","","arcticum","","","","","","","","Hoppe","Novoselova","","",""
"ERSC2","ERSCS","Eriophorum scheuchzeri ssp. scheuchzeri","","Eriophorum","","scheuchzeri","ssp.","","scheuchzeri","","","","","","","","Hoppe","Hoppe","","",""
"ERSC2","ERSCT","Eriophorum scheuchzeri var. tenuifolium","","Eriophorum","","scheuchzeri","","","","var.","","tenuifolium","","","","","Hoppe","Ohwi","","",""
"ERVA4","","Eriophorum vaginatum","","Eriophorum","","vaginatum","","","","","","","","","","","L.","","","",""
"ERVAS","","Eriophorum vaginatum var. spissum","","Eriophorum","","vaginatum","","","","var.","","spissum","","","","","L.","(Fernald) B. Boivin","","",""
"ERVAS","ERSP8","Eriophorum spissum","","Eriophorum","","spissum","","","","","","","","","","","Fernald","","","",""
"ERVAS","ERSPE","Eriophorum spissum var. erubescens","","Eriophorum","","spissum","","","","var.","","erubescens","","","","","Fernald","(Fernald) Fernald","","",""
"ERVAS","ERVAS2","Eriophorum vaginatum ssp. spissum","","Eriophorum","","vaginatum","ssp.","","spissum","","","","","","","","L.","(Fernald) Hultén","","",""
"ERVAV","","Eriophorum vaginatum var. vaginatum","","Eriophorum","","vaginatum","","","","var.","","vaginatum","","","","","L.","L.","","",""
"ERVI9","","Eriophorum viridicarinatum","","Eriophorum","","viridicarinatum","","","","","","","","","","","(Engelm.) Fernald","","","",""
"ERITR","","Eritrichium","","Eritrichium","","","","","","","","","","","","","","","","",""
"ERNA","","Eritrichium nanum","","Eritrichium","","nanum","","","","","","","","","","","(Vill.) Schrad. ex Gaudin","","","",""
"ERNAA","","Eritrichium nanum var. aretioides","","Eritrichium","","nanum","","","","var.","","aretioides","","","","","(Vill.) Schrad. ex Gaudin","(Cham.) Herder","","",""
"ERNAA","ERAR10","Eritrichium aretioides","","Eritrichium","","aretioides","","","","","","","","","","","(Cham.) A. DC.","","","",""
"ERNAA","ERELA2","Eritrichium elongatum var. aretioides","","Eritrichium","","elongatum","","","","var.","","aretioides","","","","","(Rydb.) Wight","(Cham.) I.M. Johnst.","","",""
"ERNAC","","Eritrichium nanum var. chamissonis","","Eritrichium","","nanum","","","","var.","","chamissonis","","","","","(Vill.) Schrad. ex Gaudin","(DC.) Herder","","",""
"ERNAC","ERCH12","Eritrichium chamissonis","","Eritrichium","","chamissonis","","","","","","","","","","","DC.","","","",""
"ERSP9","","Eritrichium splendens","","Eritrichium","","splendens","","","","","","","","","","","Kearney","","","",""
"ERODI","","Erodium","","Erodium","","","","","","","","","","","","","","","","",""
"ERCI6","","Erodium cicutarium","","Erodium","","cicutarium","","","","","","","","","","","(L.) L'Hér. ex Aiton","","","",""
"ERCIC","","Erodium cicutarium ssp. cicutarium","","Erodium","","cicutarium","ssp.","","cicutarium","","","","","","","","(L.) L'Hér. ex Aiton","(L.) L'Hér. ex Aiton","","",""
"ERUCA2","","Erucastrum","","Erucastrum","","","","","","","","","","","","","","","","",""
"ERGA","","Erucastrum gallicum","","Erucastrum","","gallicum","","","","","","","","","","","(Willd.) O.E. Schulz","","","",""
"ERGA","BRER5","Brassica erucastrum","","Brassica","","erucastrum","","","","","","","","","","","L.","","","",""
"ERYSI","","Erysimum","","Erysimum","","","","","","","","","","","","","","","","",""
"ERAN14","","Erysimum angustatum","","Erysimum","","angustatum","","","","","","","","","","","Rydb.","","","",""
"ERAN14","ERASA","Erysimum asperum var. angustatum","","Erysimum","","asperum","","","","var.","","angustatum","","","","","(Nutt.) DC.","(Rydb.) B. Boivin","","",""
"ERAS2","","Erysimum asperum","","Erysimum","","asperum","","","","","","","","","","","(Nutt.) DC.","","","",""
"ERAS2","CHAS6","Cheirinia aspera","","Cheirinia","","aspera","","","","","","","","","","","(Nutt.) Britton","","","",""
"ERCA14","","Erysimum capitatum","","Erysimum","","capitatum","","","","","","","","","","","(Douglas ex Hook.) Greene","","","",""
"ERCAC","","Erysimum capitatum var. capitatum","","Erysimum","","capitatum","","","","var.","","capitatum","","","","","(Douglas ex Hook.) Greene","(Douglas ex Hook.) Greene","","",""
"ERCAC","ERAR26","Erysimum arkansanum","","Erysimum","","arkansanum","","","","","","","","","","","Nutt.","","","",""
"ERCAC","ERASA2","Erysimum asperum var. arkansanum","","Erysimum","","asperum","","","","var.","","arkansanum","","","","","(Nutt.) DC.","(Nutt.) A. Gray","","",""
"ERCAC","ERASC","Erysimum asperum var. capitatum","","Erysimum","","asperum","","","","var.","","capitatum","","","","","(Nutt.) DC.","(Douglas ex Hook.) B. Boivin","","",""
"ERCAC","ERCAS","Erysimum capitatum var. stellatum","","Erysimum","","capitatum","","","","var.","","stellatum","","","","","(Douglas ex Hook.) Greene","(J.T. Howell) Twisselmann","","",""
"ERCAC","ERCAW","Erysimum capitatum var. washoense","","Erysimum","","capitatum","","","","var.","","washoense","","","","","(Douglas ex Hook.) Greene","G. Rossb.","","",""
"ERCAC","EREL12","Erysimum elatum","","Erysimum","","elatum","","","","","","","","","","","Nutt.","","","",""
"ERCAC","ERMO10","Erysimum moniliforme","","Erysimum","","moniliforme","","","","","","","","","","","Eastw.","","","",""
"ERCAC","ERWH2","Erysimum wheeleri","","Erysimum","","wheeleri","","","","","","","","","","","Rothr.","","","",""
"ERCH9","","Erysimum cheiranthoides","","Erysimum","","cheiranthoides","","","","","","","","","","","L.","","","",""
"ERCH9","CHCH10","Cheirinia cheiranthoides","","Cheirinia","","cheiranthoides","","","","","","","","","","","(L.) Link","","","",""
"ERCH9","ERCHA","Erysimum cheiranthoides ssp. altum","","Erysimum","","cheiranthoides","ssp.","","altum","","","","","","","","L.","Ahti","","",""
"ERIN7","","Erysimum inconspicuum","","Erysimum","","inconspicuum","","","","","","","","","","","(S. Watson) MacMill.","","","",""
"ERINI6","","Erysimum inconspicuum var. inconspicuum","","Erysimum","","inconspicuum","","","","var.","","inconspicuum","","","","","(S. Watson) MacMill.","(S. Watson) MacMill.","","",""
"ERINI6","CHIN12","Cheirinia inconspicua","","Cheirinia","","inconspicua","","","","","","","","","","","(S. Watson) Britton","","","",""
"ERINI6","ERPA19","Erysimum parviflorum","","Erysimum","","parviflorum","","","","","","","","","","","Nutt.","","","",""
"ERPA10","","Erysimum pallasii","","Erysimum","","pallasii","","","","","","","","","","","(Pursh) Fernald","","","",""
"ERPAB","","Erysimum pallasii var. bracteosum","","Erysimum","","pallasii","","","","var.","","bracteosum","","","","","(Pursh) Fernald","G. Rossb.","","",""
"ERPAP3","","Erysimum pallasii var. pallasii","","Erysimum","","pallasii","","","","var.","","pallasii","","","","","(Pursh) Fernald","(Pursh) Fernald","","",""
"ESCHS","","Eschscholzia","","Eschscholzia","","","","","","","","","","","","","","","","",""
"ESCA2","","Eschscholzia californica","","Eschscholzia","","californica","","","","","","","","","","","Cham.","","","",""
"EUPHO","","Euphorbia","","Euphorbia","","","","","","","","","","","","","","","","",""
"EUPE6","","Euphorbia peplus","","Euphorbia","","peplus","","","","","","","","","","","L.","","","",""
"EUPE6","GAPE3","Galarhoeus peplus","","Galarhoeus","","peplus","","","","","","","","","","","(L.) Rydb.","","","",""
"EUPE6","TIPE2","Tithymalus peplus","","Tithymalus","","peplus","","","","","","","","","","","(L.) Hill","","","",""
"EUPHR","","Euphrasia","","Euphrasia","","","","","","","","","","","","","","","","",""
"EUMO3","","Euphrasia mollis","","Euphrasia","","mollis","","","","","","","","","","","(Ledeb.) Wettst.","","","",""
"EUMO3","EUARM","Euphrasia arctica var. mollis","","Euphrasia","","arctica","","","","var.","","mollis","","","","","Lange ex Rostr.","(Ledeb.) S.L. Welsh","","",""
"EUNE3","","Euphrasia nemorosa","","Euphrasia","","nemorosa","","","","","","","","","","","(Pers.) Wallr.","","","",""
"EUNE3","EUAM6","Euphrasia americana","","Euphrasia","","americana","","","","","","","","","","","auct. p.p.","","","",""
"EUNE3","EUARB","Euphrasia arctica ssp. borealis","","Euphrasia","","arctica","ssp.","","borealis","","","","","","","","Lange ex Rostr.","(Townsend) Yeo","","",""
"EUNE3","EUBO7","Euphrasia borealis","","Euphrasia","","borealis","","","","","","","","","","","(Townsend) Wettst.","","","",""
"EUNE3","EUCA14","Euphrasia canadensis","","Euphrasia","","canadensis","","","","","","","","","","","auct. non Townsend","","","",""
"EUNE3","EUCU6","Euphrasia curta","","Euphrasia","","curta","","","","","","","","","","","(Fr.) Wettst.","","","",""
"EUNE3","EUPE20","Euphrasia pectinata","","Euphrasia","","pectinata","","","","","","","","","","","auct. non Ten.","","","",""
"EUNE3","EUTA2","Euphrasia tatarica","","Euphrasia","","tatarica","","","","","","","","","","","auct. non Fisch. ex Spreng.","","","",""
"EUSU2","","Euphrasia subarctica","","Euphrasia","","subarctica","","","","","","","","","","","Raup","","","",""
"EUSU2","EUARD4","Euphrasia arctica var. disjuncta","","Euphrasia","","arctica","","","","var.","","disjuncta","","","","","Lange ex Rostr.","sensu (Fernald & Wiegand) Cronquist","","",""
"EUSU2","EUARD2","Euphrasia arctica var. dolosa","","Euphrasia","","arctica","","","","var.","","dolosa","","","","","Lange ex Rostr.","(B. Boivin) B. Boivin","","",""
"EUSU2","EUDID","Euphrasia disjuncta var. dolosa","","Euphrasia","","disjuncta","","","","var.","","dolosa","","","","","Fernald & Wiegand","B. Boivin","","",""
"EUSU2","EUPE16","Euphrasia pennellii","","Euphrasia","","pennellii","","","","","","","","","","","Callen p.p.","","","",""
"EURYB","","Eurybia","","Eurybia","","","","","","","","","","","","","","","","",""
"EUME17","","Eurybia merita","","Eurybia","","merita","","","","","","","","","","","(A. Nelson) G.L. Nesom","","","",""
"EUME17","ASBE7","Aster behringensis","","Aster","","behringensis","","","","","","","","","","","Gandog.","","","",""
"EUME17","ASME6","Aster meritus","","Aster","","meritus","","","","","","","","","","","A. Nelson","","","",""
"EUME17","ASRI6","Aster richardsonii","","Aster","","richardsonii","","","","","","","","","","","Spreng.","","","",""
"EUME17","ASSIR2","Aster sibiricus ssp. richardsonii","","Aster","","sibiricus","ssp.","","richardsonii","","","","","","","","L.","(Spreng.) Á. Löve & D. Löve","","",""
"EUME17","ASSIG","Aster sibiricus var. giganteus","","Aster","","sibiricus","","","","var.","","giganteus","","","","","L.","(Hook.) A. Gray","","",""
"EUME17","ASSIM","Aster sibiricus var. meritus","","Aster","","sibiricus","","","","var.","","meritus","","","","","L.","(A. Nelson) Raup","","",""
"EUME17","EUSIG","Eurybia sibirica var. gigantea","","Eurybia","","sibirica","","","","var.","","gigantea","","","","","(L.) G.L. Nesom","(Hook.) G.L. Nesom","","",""
"EUSI13","","Eurybia sibirica","","Eurybia","","sibirica","","","","","","","","","","","(L.) G.L. Nesom","","","",""
"EUSI13","ASSI","Aster sibiricus","","Aster","","sibiricus","","","","","","","","","","","L.","","","",""
"EUSI13","ASSU27","Aster subintegerrimus","","Aster","","subintegerrimus","","","","","","","","","","","(Trautv.) Ostenf. & Resvoll","","","",""
"EUTRE","","Eutrema","","Eutrema","","","","","","","","","","","","","","","","",""
"EUED","","Eutrema edwardsii","","Eutrema","","edwardsii","","","","","","","","","","","R. Br.","","","",""
"FAGOP2","","Fagopyrum","","Fagopyrum","","","","","","","","","","","","","","","","",""
"FAES2","","Fagopyrum esculentum","","Fagopyrum","","esculentum","","","","","","","","","","","Moench","","","",""
"FAES2","FAFA","Fagopyrum fagopyrum","","Fagopyrum","","fagopyrum","","","","","","","","","","","(L.) Karst., nom. inval.","","","",""
"FAES2","FASA","Fagopyrum sagittatum","","Fagopyrum","","sagittatum","","","","","","","","","","","Gilib.","","","",""
"FAES2","FAVU2","Fagopyrum vulgare","","Fagopyrum","","vulgare","","","","","","","","","","","Hill","","","",""
"FAES2","POFA4","Polygonum fagopyrum","","Polygonum","","fagopyrum","","","","","","","","","","","L.","","","",""
"FESTU","","Festuca","","Festuca","","","","","","","","","","","","","","","","",""
"FEAL","","Festuca altaica","","Festuca","","altaica","","","","","","","","","","","Trin.","","","",""
"FEAL","FEALS","Festuca altaica ssp. scabrella","","Festuca","","altaica","ssp.","","scabrella","","","","","","","","Trin.","(Torr. ex Hook.) Hultén","","",""
"FEAL","FEALS2","Festuca altaica var. scabrella","","Festuca","","altaica","","","","var.","","scabrella","","","","","Trin.","(Torr. ex Hook.) Breitung","","",""
"FEAL","FESC","Festuca scabrella","","Festuca","","scabrella","","","","","","","","","","","Torr. ex Hook.","","","",""
"FEAU","","Festuca auriculata","","Festuca","","auriculata","","","","","","","","","","","Drobow, nom. inq.","","","",""
"FEBA","","Festuca baffinensis","","Festuca","","baffinensis","","","","","","","","","","","Polunin","","","",""
"FEBR","","Festuca brachyphylla","","Festuca","","brachyphylla","","","","","","","","","","","Schult. ex Schult. & Schult. f.","","","",""
"FEBRB","","Festuca brachyphylla ssp. brachyphylla","","Festuca","","brachyphylla","ssp.","","brachyphylla","","","","","","","","Schult. ex Schult. & Schult. f.","Schult. ex Schult. & Schult. f.","","",""
"FEBRB","FEBRB3","Festuca brachyphylla var. brachyphylla","","Festuca","","brachyphylla","","","","var.","","brachyphylla","","","","","Schult. ex Schult. & Schult. f.","Schult. ex Schult. & Schult. f.","","",""
"FEBRB","FEBR3","Festuca brevifolia","","Festuca","","brevifolia","","","","","","","","","","","R. Br., non Muhl.","","","",""
"FEBRB","FEOVB6","Festuca ovina ssp. brevifolia","","Festuca","","ovina","ssp.","","brevifolia","","","","","","","","L.","(S. Watson) Hack. p.p.","","",""
"FEBRB","FEOVA2","Festuca ovina var. alpina","","Festuca","","ovina","","","","var.","","alpina","","","","","L.","(Gaudin) W.D.J. Koch","","",""
"FEBRB","FEOVB3","Festuca ovina var. borealis","","Festuca","","ovina","","","","var.","","borealis","","","","","L.","Lange","","",""
"FEBRB","FEOVB4","Festuca ovina var. brachyphylla","","Festuca","","ovina","","","","var.","","brachyphylla","","","","","L.","(Schult. ex Schult. & Schult. f.) Piper ex Hitchc.","","",""
"FEBRB","FEOVB2","Festuca ovina var. brevifolia","","Festuca","","ovina","","","","var.","","brevifolia","","","","","L.","S. Watson p.p.","","",""
"FEBRB","FEBRG2","Festuca brevifolia subvar. genuina","","Festuca","","brevifolia","","","","","","","subvar.","genuina","","","R. Br.","St.-Yves","","",""
"FEBR2","","Festuca brevissima","","Festuca","","brevissima","","","","","","","","","","","Jurtzev","","","",""
"FEBR2","FEOVA","Festuca ovina ssp. alaskana","","Festuca","","ovina","ssp.","","alaskana","","","","","","","","L.","Holmen","","",""
"FEBR2","FEOVA3","Festuca ovina var. alaskana","","Festuca","","ovina","","","","var.","","alaskana","","","","","L.","(Holmen) S.L. Welsh","","",""
"FEED","","Festuca edlundiae","","Festuca","","edlundiae","","","","","","","","","","","S. Aiken, Consaul & Lefkovitch","","","",""
"FELE","","Festuca lenensis","","Festuca","","lenensis","","","","","","","","","","","Drobow","","","",""
"FEMI3","","Festuca minutiflora","","Festuca","","minutiflora","","","","","","","","","","","Rydb.","","","",""
"FEMI3","FEBRE","Festuca brachyphylla var. endotera","","Festuca","","brachyphylla","","","","var.","","endotera","","","","","Schult. ex Schult. & Schult. f.","(St.-Yves) Litard.","","",""
"FEMI3","FEOVM","Festuca ovina var. minutiflora","","Festuca","","ovina","","","","var.","","minutiflora","","","","","L.","(Rydb.) J.T. Howell","","",""
"FEOC","","Festuca occidentalis","","Festuca","","occidentalis","","","","","","","","","","","Hook.","","","",""
"FEOC","FEOVP","Festuca ovina var. polyphylla","","Festuca","","ovina","","","","var.","","polyphylla","","","","","L.","Vasey ex Beal","","",""
"FERU2","","Festuca rubra","","Festuca","","rubra","","","","","","","","","","","L.","","","",""
"FERUA6","","Festuca rubra ssp. arctica","","Festuca","","rubra","ssp.","","arctica","","","","","","","","L.","(Hack.) Govor.","","",""
"FERUA6","FERI3","Festuca richardsonii","","Festuca","","richardsonii","","","","","","","","","","","Hook.","","","",""
"FERUA6","FERIC","Festuca richardsonii ssp. cryophila","","Festuca","","richardsonii","ssp.","","cryophila","","","","","","","","Hook.","(Krecz. & Bobr.) Á. Löve & D. Löve","","",""
"FERUA6","FERUC2","Festuca rubra ssp. cryophila","","Festuca","","rubra","ssp.","","cryophila","","","","","","","","L.","(Krecz. & Bobr.) Hultén","","",""
"FERUA6","FERUR3","Festuca rubra ssp. richardsonii","","Festuca","","rubra","ssp.","","richardsonii","","","","","","","","L.","(Hook.) Hultén","","",""
"FERUA6","FERUM2","Festuca rubra var. mutica","","Festuca","","rubra","","","","var.","","mutica","","","","","L.","Hartm.","","",""
"FERUA3","","Festuca rubra ssp. arenaria","","Festuca","","rubra","ssp.","","arenaria","","","","","","","","L.","(Osbeck) F. Aresch.","","",""
"FERUA3","FEAR5","Festuca arenaria","","Festuca","","arenaria","","","","","","","","","","","Osbeck, non Lam.","","","",""
"FERUA3","FERUA5","Festuca rubra var. arenaria","","Festuca","","rubra","","","","var.","","arenaria","","","","","L.","(Osbeck) Fr.","","",""
"FERUA3","FERUL","Festuca rubra var. lanuginosa","","Festuca","","rubra","","","","var.","","lanuginosa","","","","","L.","Mert. & W.D.J. Koch","","",""
"FERUA","","Festuca rubra ssp. aucta","","Festuca","","rubra","ssp.","","aucta","","","","","","","","L.","(Krecz. & Bobr.) Hultén","","",""
"FERUA","FEAU2","Festuca aucta","","Festuca","","aucta","","","","","","","","","","","Krecz. & Bobr.","","","",""
"FERUF3","","Festuca rubra ssp. fallax","","Festuca","","rubra","ssp.","","fallax","","","","","","","","L.","(Thuill.) Nyman","","",""
"FERUF3","FENI","Festuca nigrescens","","Festuca","","nigrescens","","","","","","","","","","","Lam.","","","",""
"FERUF3","FERUC3","Festuca rubra ssp. commutata","","Festuca","","rubra","ssp.","","commutata","","","","","","","","L.","Gaudin","","",""
"FERUF3","FERUF2","Festuca rubra ssp. falax","","Festuca","","rubra","ssp.","","falax","","","","","","","","L.","(Thuill.) Nyman, database artifact","","",""
"FERUF3","FERUC4","Festuca rubra var. commutata","","Festuca","","rubra","","","","var.","","commutata","","","","","L.","Gaudin","","",""
"FERUP5","","Festuca rubra ssp. pruinosa","","Festuca","","rubra","ssp.","","pruinosa","","","","","","","","L.","(Hack.) Piper","","",""
"FERUP5","FEDE5","Festuca densiuscula","","Festuca","","densiuscula","","","","","","","","","","","(Hack. ex Piper) Alexeev","","","",""
"FERUP5","FERUD2","Festuca rubra ssp. densiuscula","","Festuca","","rubra","ssp.","","densiuscula","","","","","","","","L.","Hack. ex Piper","","",""
"FERUP5","FERUP4","Festuca rubra var. pruinosa","","Festuca","","rubra","","","","var.","","pruinosa","","","","","L.","Hack.","","",""
"FERUR2","","Festuca rubra ssp. rubra","","Festuca","","rubra","ssp.","","rubra","","","","","","","","L.","L.","","",""
"FERUR2","FEPR2","Festuca prolifera","","Festuca","","prolifera","","","","","","","","","","","(Piper) Fernald","","","",""
"FERUR2","FEPRL","Festuca prolifera var. lasiolepis","","Festuca","","prolifera","","","","var.","","lasiolepis","","","","","(Piper) Fernald","Fernald","","",""
"FERUR2","FERUA2","Festuca rubra ssp. arctica","","Festuca","","rubra","ssp.","","arctica","","","","","","","","L.","auct. non (Hack.) Govor.","","",""
"FERUR2","FERUJ2","Festuca rubra ssp. juncea","","Festuca","","rubra","ssp.","","juncea","","","","","","","","L.","(Hack.) Soó","","",""
"FERUR2","FERUV2","Festuca rubra ssp. vulgaris","","Festuca","","rubra","ssp.","","vulgaris","","","","","","","","L.","(Gaudin) Hayek","","",""
